ID,fluxo_AH,Fluxo iOD907
abfia,2.029379397722635,2.905384845652469
abfib,0.0,0.0
abfic,0.0,0.0
abfid,-0.9415725411618395,-1.4739041209610049
abfie,0.019085662000000805,0.04979922224161001
abfif,0.0,0.0
abfig,0.0,0.0
abfih,0.0,0.0
EX_01375_,0.0,0.0
abfii,0.0,0.0
abfij,0.0,0.0
abfja,0.0,0.0
abfjb,0.019381632000000003,0.0
abfjc,0.0,0.0
abfjd,7.48e-05,0.000195172085700957
abfje,0.0,0.0
abfjf,0.010758325333333013,0.028071216656503795
abfjg,-0.017629,-0.045998512016339185
abfjh,0.0,0.0
abfji,0.0,0.0
abfjj,1.5855333333012617e-05,4.1400139392037304e-05
abgaa,0.0,8.871458440952588e-08
abgab,-3.4e-08,0.0
abgac,0.00390864,0.010198628623719098
abgad,1.3831199999999903e-06,3.608909293779493e-06
abgae,0.0,0.0
abgaf,0.0,0.0
abgag,0.0,0.0
abgah,0.006064648000000001,0.015824197850295957
abgai,0.0,0.0
abgaj,0.0,0.0
abgba,0.0,0.0
abgbb,0.0,0.0
abgbc,0.0,0.0
abgbd,0.0,0.0
abgbe,0.0,0.0
abgbf,0.0,0.0
abgbg,-1.699999950308474e-08,0.0
abgbh,0.0,0.0
abgbi,0.0,0.0
abgbj,0.0,0.0
abgca,0.0,0.0
abgcb,5.83983999999996e-06,1.5237617018180081e-05
abgcc,0.0,0.0
abgcd,1.699999950308474e-08,0.0
abgce,0.0,0.0
abgcf,0.0,0.0
abgcg,0.0,0.0
abgch,0.0,0.0
abgci,0.0,0.0
abgcj,0.0,0.0
abgda,0.0,0.0
abgdb,0.0,0.0
abgdc,0.0,0.0
abgdd,0.0,0.0
abgde,0.0,0.0
abgdf,0.9415725411618395,1.4739041209610049
abgdg,0.0,0.0
abgdh,0.0,0.0
EX_01393_,0.0,0.0
abgdi,0.00432497,0.011284938709813749
abgdj,-0.08272584199999919,-0.22968010731540844
abgea,0.0,0.0
EX_01394_,0.0,0.0
abgeb,0.0,0.0
abgec,0.03339718,0.08714167482794516
abged,0.0,0.0
abgee,0.0,0.0
abgef,0.0,0.0
abgeg,0.0,0.0
abgeh,0.0,0.0
abgei,0.0,0.0
abgej,0.0,0.0
abgfa,0.0,0.0
abgfb,0.0,0.0
abgfc,0.0,0.0
abgfd,0.0,0.0
abgfe,0.0,0.0
abgff,0.0,0.0
abgfg,0.0,0.0
abgfh,0.0,0.0
abgfi,0.0,0.0
abgfj,0.0,0.0
abgga,0.0,0.0
abggb,0.019085662000000805,0.04979922224161001
abggc,0.0,0.0
abggd,0.0,0.0
abgge,0.014835559999998396,0.03870989919042616
abggf,0.0,0.0
abggg,0.0,0.0
abggh,0.0,0.0
abggi,0.0,0.0
abggj,0.0,0.9181190309321311
abgha,0.0,0.0
abghb,0.0,0.0
abghc,0.0,0.0
EX_01403_,0.0,0.0
abghd,0.0,0.0
abghe,0.0,0.0
abghf,0.0,0.0
abghg,0.0,0.0
EX_01405_,0.0,0.0
abghh,0.0,0.0
abghi,0.0,0.0
abghj,0.0,0.0
abgia,-6.8e-09,-1.7742916881905183e-08
abgib,-0.00012756800000000002,-0.00033285712070454124
abgic,0.046729464,0.12192896995411477
abgid,0.0,0.0
abgie,0.0,0.0
EX_01410_,0.0,0.0
abgif,0.0,0.0
EX_01412_,0.0,0.0
abgig,0.0,0.0
abgih,0.0,0.0
abgii,-3.399999983638713e-08,0.0
abgij,0.0,0.0
abgja,0.0,0.0
abgjb,0.0,0.0
abgjc,0.0004488,0.001171032514205742
abgjd,0.0,0.0
abgje,1.535100000049681e-05,4.009899215310548e-05
abgjf,0.0,0.0
abgjg,1.4121560000496818e-05,3.689107278085705e-05
abgjh,0.0,0.0
abgji,1.258476000049683e-05,3.2881173565546496e-05
abgjj,0.0,0.0
abhaa,0.0,0.0
abhab,0.0,0.0
EX_01425_,0.0,0.0
abhac,0.0,0.0
abhad,0.0,0.0
abhae,0.0,0.0
abhaf,0.0,0.0
abhag,2.3800000000000003e-05,6.210020908666814e-05
abhah,0.0,0.0
abhai,0.0,0.0
abhaj,0.0,0.0
abhba,0.0,0.0
abhbb,8.047800000000001e-05,0.00020998742129734786
abhbc,0.0,0.0
abhbd,0.0,0.0
abhbe,0.0,0.0
abhbf,0.0,0.0
abhbg,0.0,0.0
abhbh,0.0,0.0
abhbi,0.0,0.0
abhbj,0.0,0.0
abhca,0.0,0.0
abhcb,0.0,0.0
abhcc,0.0,0.0
abhcd,0.0,0.0
abhce,0.0,0.0
EX_01436_,0.0,0.0
abhcf,0.0,0.0
abhcg,7.48e-05,0.000195172085700957
abhch,0.0,0.0
abhci,2.3800000000000003e-05,6.210020908666814e-05
abhcj,0.0,0.0
abhda,0.0,0.0
abhdb,0.0,0.0
abhdc,0.0,0.0
abhdd,0.0,0.0
abhde,0.0,0.0
abhdf,0.5125181558189631,0.9690288710559705
abhdg,0.0,0.0
abhdh,-1.5855333333012617e-05,-4.1400139392037304e-05
abhdi,0.0,0.0
abhdj,0.0,0.0
abhea,0.0,0.0
abheb,0.0,0.0
abhec,0.0,0.0
abhed,0.0,0.0
abhee,1.5351000000496808e-05,4.001027756869587e-05
abhef,0.00390864,0.010198628623719098
abheg,1.535100000049681e-05,4.009899215310548e-05
abheh,0.0,0.0
abhei,1.699999950308474e-08,0.0
abhej,0.0,0.0
abhfa,0.0,0.0
abhfb,0.0,0.0
abhfc,0.0,0.0
abhfd,0.0,0.0
abhfe,0.0,0.050571571413481425
abhff,0.0004488,0.001171032514205742
abhfg,0.010304073999998397,0.026886108094908982
abhfh,0.00390864,0.010198539909134689
abhfi,7.48e-05,0.000195172085700957
abhfj,0.0,0.0
abhga,0.0,0.0
abhgb,0.0,0.0
abhgc,0.0,0.0
abhgd,1.5351000000496808e-05,4.001027756869587e-05
abhge,0.0,0.0
abhgf,1.535100000049681e-05,4.009899215310548e-05
abhgg,0.0,0.0
abhgh,1.5043640000496812e-05,3.929701231004337e-05
abhgi,0.0,0.0
abhgj,0.1321827179999992,0.3448981738172803
abhha,0.0,0.0
abhhb,0.0,0.0
abhhc,0.0,0.0
abhhd,-0.006231281999999198,-0.01625907674307386
abhhe,-0.012472389999998397,-0.032543792001041766
abhhf,0.006231281999999198,0.01625907674307386
abhhg,0.0036078419999991977,0.0
abhhh,0.0,0.009413859410034841
abhhi,0.0,0.0
abhhj,0.0,0.0
abhia,0.0,0.0
abhib,0.0,0.0
abhic,0.0,0.0
abhid,0.0,0.0
abhie,0.0,0.0
abhif,0.0,0.0
abhig,0.0,0.0
abhih,0.0,0.0
abhii,0.0,0.0
abhij,0.0,-8.871458521964026e-08
abhja,0.0,0.0
abhjb,0.0,0.0
abhjc,0.0,0.0
abhjd,0.0,0.0
abhje,0.0,0.0
abhjf,0.0,0.0
abhjg,0.0,0.0
abhjh,0.0011484860000000002,0.0
abhji,-3.3881317890172014e-21,-8.871458440961474e-08
EX_01456_,-3.3881317890172014e-21,-8.871458440961474e-08
abhjj,4.287369047676448,6.021802623197712
abiaa,0.0036078419999991977,0.009413859410034841
abiab,0.0,0.0
abiac,0.0,0.0
abiad,0.0,0.0
abiae,0.0,0.0
abiaf,0.0,0.0
abiag,0.01074247,0.02802981651711176
abiah,4.789695567495411,6.964238942718589
abiai,0.0,0.0
abiaj,0.0,0.0
abiba,0.0,0.0
abibb,0.0,0.0
abibc,0.0,0.0
abibd,0.0,0.0
abibe,0.0,0.0
abibf,0.0,0.0
abibg,0.0,0.0
abibh,0.0,0.0
abibi,0.0,0.0
abibj,0.0,0.0
abica,0.0,-0.1872484396854984
abicb,0.0,0.0
abicc,0.0,0.0
abicd,0.0,0.0
abice,0.0,0.0
abicf,0.0,0.0
abicg,0.0,0.0
abich,0.0,0.0
abici,0.0,-0.12755586989945777
abicj,0.0,0.0
abida,0.0,0.0
abidb,0.0026234400000000003,0.00684521733303902
abidc,0.0026234400000000003,0.00684521733303902
abidd,0.0,0.0
EX_01459_,0.0,0.0
abide,0.0,0.0
abidf,0.0,0.0
abidg,0.0,0.0
abidh,0.0,0.0
abidi,0.0,0.0
abidj,0.0,0.0
abiea,0.0,0.0
abieb,0.0,0.0
abiec,0.7198502194571261,0.8279206754791798
abied,0.0,0.0
abiee,0.0,0.0
abief,0.0,0.0
abieg,2.4412000000000003e-05,0.028041792986009444
abieh,0.0,0.0
abiei,0.0,0.0
abiej,0.0,0.0
abifa,-0.00492643,-0.012854299708018217
abifb,0.0,0.0
abifc,0.0,0.0
abifd,0.0,0.0
abife,0.0,0.0
abiff,0.0,0.0
abifg,-3.4e-08,-8.871458440952591e-08
abifh,0.0,0.0
EX_01475_,0.0,0.0
abifi,0.0,0.0
abifj,0.0,0.0
abiga,0.0,0.0
abigb,0.0,0.0
abigc,0.0,0.0
abigd,0.0,0.0
abige,-0.010706792666666026,-0.02793678448959659
abigf,7.48e-05,0.000195172085700957
abigg,0.0,0.0
abigh,0.0,0.0
EX_01477_,0.0,0.0
HASA,0.21420011654287383,
HASB,0.21420011654287383,
EX_AH000_,0.21420011654287383,
