ID,fluxo_AH,Fluxo iOD907
EX_00954_,0.0,0.0
aahfc,0.0,0.0
aahfd,0.0,0.0
EX_00955_,0.0,0.0
aahfe,0.0,0.0
aahff,0.0,0.0
aahfg,0.00010899380000347765,0.0002846141297026393
aahfh,0.0,0.0
aahfi,0.0,0.0
EX_00961_,0.0,0.0
aahfj,0.0,0.0
aahga,0.0,0.0
EX_00962_,0.0,0.0
aahgb,0.0,0.0
aahgc,0.0,0.0
aahgd,0.0,0.0
aahge,0.9415725411618395,1.4739041209610049
aahgf,0.0,0.0
aahgg,0.0,0.014964198669035644
aahgh,0.0,0.0
aahgi,0.0,0.0
aahgj,0.0,0.0
aahha,0.00012756800000000002,0.0
aahhb,0.0,0.0
aahhc,0.0,0.0
EX_00968_,0.0,0.0
aahhd,0.0,0.0
aahhe,0.0,0.0
EX_00969_,0.0,0.0
aahhf,0.0001496,0.000390344171401914
aahhg,0.0,0.0
aahhh,0.0,0.0
EX_00970_,0.0,0.0
aahhi,0.0,0.0
EX_00971_,0.0,0.0
aahhj,0.00012760200000000077,8.87145839206544e-08
aahia,7.48e-05,0.000195172085700957
aahib,0.0,0.0
aahic,0.0,0.0
aahid,0.0,0.0
aahie,6.7388e-05,0.00017583230629968034
aahif,0.0,0.0
EX_00975_,0.0,0.0
aahig,0.0,0.0
EX_00977_,0.0,0.0
aahih,0.01074247,0.02802981651711176
aahii,0.0,0.0
aahij,0.0,0.0
aahja,0.0,0.0
aahjb,0.0,0.0
aahjc,0.0,0.0
EX_00982_,0.0,0.0
aahjd,0.0,0.0
aahje,0.0,0.0
aahjf,0.0,0.0
EX_00984_,0.0,0.0
aahjg,0.0,0.0
EX_00985_,0.0,0.0
aahjh,0.00010899380000347765,0.0002846141297026393
aahji,0.0,0.0
aahjj,0.008342682,0.021768163720318603
aaiaa,0.0,0.0
aaiab,0.0,0.0
aaiac,0.47549429024758627,0.7492364872698025
aaiad,0.005265206000000001,0.013738251827074773
aaiae,0.0,0.0
EX_00993_,0.0,0.0
aaiaf,0.0036078419999991977,0.009413859410034841
aaiag,0.0,0.0
aaiah,0.004573509999999199,0.011933531036434198
aaiai,0.06136568200000081,0.16011846939238794
aaiaj,0.0,0.0
aaiba,0.0,0.0
aaibb,0.0,0.0
aaibc,0.0,0.0
aaibd,0.0,-0.23392179112541053
aaibe,0.0,0.0
aaibf,0.0,0.0
EX_01002_,0.0,0.0
aaibg,0.0,0.0
EX_01003_,0.0,0.0
aaibh,0.0,0.0
EX_01005_,0.0,0.0
aaibi,0.0,0.0
EX_01006_,0.0,0.0
aaibj,0.0,0.0
aaica,0.0,0.0
aaicb,0.0,1.734723475976807e-18
aaicc,0.00390864,0.010198628623719098
aaicd,-0.01074247,-0.02802981651711176
aaice,0.0,0.0
aaicf,0.0,0.0
aaicg,0.0,0.0
aaich,0.0,0.0
aaici,0.0,4.718447854656915e-16
aaicj,0.0,0.0
EX_01013_,0.0,0.0
aaida,0.0,0.0
aaidb,0.0,0.0
EX_01014_,0.0,0.0
aaidc,0.0011507300000000002,5.85516257102871e-06
aaidd,0.0,0.0
aaide,0.0,0.0
EX_01015_,0.0,0.0
aaidf,0.0,0.0
aaidg,0.0,0.0
EX_01018_,0.0,0.0
aaidh,0.0,0.0
aaidi,0.0,0.0
aaidj,0.0,0.0
EX_01020_,0.0,0.0
aaiea,-1.699999950308474e-08,0.0
aaieb,0.0,0.0
aaiec,0.22421676134287813,0.02613622145580731
aaied,0.0,0.0
aaiee,0.0,0.0
aaief,0.0,0.0
EX_01022_,0.0,0.0
aaieg,0.0,0.0
aaieh,0.0,0.0
aaiei,0.0,0.0
aaiej,0.0,0.0
aaifa,0.0,0.0
aaifb,0.0,0.0
aaifc,-0.5143671098189629,0.0
aaifd,0.0,0.0
aaife,0.0,0.0
aaiff,0.0,0.0
aaifg,0.0,0.0
aaifh,1.0,0.9999999999999996
aaifi,0.0,0.0
aaifj,0.0,0.0
aaiga,0.0,0.025672936153108394
aaigb,-0.008342682,-0.021768163720318603
aaigc,0.0,0.0
aaigd,-6.8e-09,-1.7742916881905183e-08
aaige,0.0,0.0
aaigf,0.0,0.0
EX_01031_,0.0,0.0
aaigg,0.0,0.0
aaigh,0.0,0.0
aaigi,0.00012756800000000002,0.00033285712070454124
aaigj,0.0,0.0
EX_01033_,0.0,0.0
aaiha,0.0,0.0
aaihb,0.0,0.0
aaihc,0.0,0.0
aaihd,0.0,0.0
EX_01035_,0.0,0.0
aaihe,0.0,0.0
aaihf,0.0,-0.9181190309321311
aaihg,0.0,0.0
aaihh,0.0,0.0
aaihi,0.0,0.0
aaihj,0.0,0.0
aaiia,0.0,0.0
aaiib,0.0,0.0
EX_01041_,0.0,0.0
aaiic,0.0,0.0
aaiid,0.5278136678189613,0.9532046732056745
aaiie,0.0,0.0
aaiif,0.0,0.0
aaiig,2.3800000000000003e-05,6.210020908666814e-05
aaiih,0.0,0.0
aaiii,0.0,0.0
aaiij,0.0,0.0
aaija,0.0,0.0
aaijb,0.0,0.0
EX_01049_,0.0,0.0
aaijc,0.0,0.0
aaijd,0.0,0.0
aaije,0.0,0.0
EX_01050_,0.0,0.0
aaijf,0.0,0.0
aaijg,0.0,0.0
aaijh,0.0,0.0
aaiji,0.005735018000000203,0.0
aaijj,0.0,0.0
aajaa,0.0,0.0
aajab,0.20191266907143346,0.0
aajac,0.0,0.0
EX_01053_,0.0,0.0
aajad,0.0,0.0
aajae,0.0,0.0
aajaf,0.0,0.0
aajag,7.48e-05,0.000195172085700957
aajah,0.0,0.0
aajai,0.0,0.0
aajaj,0.0,0.0
aajba,0.0,0.0
aajbb,0.0,0.0
aajbc,2.3800000000000003e-05,6.210020908666814e-05
aajbd,0.0,0.0
aajbe,0.0,0.0
EX_01063_,0.0,0.0
aajbf,0.0,0.0
aajbg,0.0,0.0
EX_01064_,0.0,0.0
aajbh,0.0,0.0
aajbi,0.0,0.0
aajbj,0.0,0.0
aajca,0.0,0.0
aajcb,0.0,0.0
aajcc,0.0,0.0
EX_01065_,0.0,0.0
aajcd,0.0,0.0
EX_01066_,0.0,0.0
aajce,0.0,0.0
aajcf,0.0,0.0
aajcg,0.0,0.0
aajch,0.0,0.0
aajci,0.0013488480000000001,0.003519484992694712
aajcj,0.0,0.0
aajda,0.0,0.0
aajdb,0.0,0.0
aajdc,2.0400000000000003e-07,5.322875064567127e-07
aajdd,0.0,0.0
aajde,0.0,0.0
aajdf,0.0,0.0
aajdg,0.0,0.0
aajdh,0.0,0.0
aajdi,0.0026234400000000003,0.00684521733303902
aajdj,0.0,0.0
EX_01078_,0.0,0.0
aajea,0.0,0.0
EX_01079_,0.0,0.0
aajeb,0.0,-3.6089092937794944e-06
aajec,0.0,0.0
EX_01080_,0.0,0.0
aajed,-0.20191266907143346,0.0
aajee,0.0,0.0
EX_01081_,0.0,0.0
aajef,0.0,0.0
aajeg,0.0,0.0
EX_01082_,0.0,0.0
aajeh,0.0,0.0
aajei,0.0,0.0
aajej,0.0,0.0
aajfa,0.0,0.0
aajfb,0.0,0.0
aajfc,0.0,0.0
aajfd,-0.008342682,-0.021768163720318603
aajfe,0.0,0.0
EX_01086_,0.0,0.0
aajff,0.0,0.0
aajfg,0.0,0.0
aajfh,0.00012756800000000002,0.0003328571207045413
aajfi,-0.006064648000000001,-0.015824197850295957
aajfj,0.0,0.0
aajga,0.00012756800000000002,0.0003328571207045411
aajgb,0.0,0.0
aajgc,0.0,0.0
aajgd,0.0,0.0
aajge,0.0,0.0
aajgf,0.0,-8.871458521964026e-08
aajgg,0.0,0.0
aajgh,0.0,0.0
aajgi,0.0,0.0
EX_01091_,0.0,0.0
aajgj,0.0,0.0
aajha,0.0,0.0
aajhb,0.0,0.0
aajhc,0.0,0.0
aajhd,0.0,0.011972920311909618
EX_01095_,-0.00458864,-0.011972920311909618
aajhe,0.0,0.0
aajhf,0.0,0.0
aajhg,-0.015295511999998243,0.015824197850295957
aajhh,0.0,-3.2786273695961654e-16
aajhi,0.01825647,0.04763573967161698
aajhj,0.0,0.0
aajia,0.0,0.0
aajib,0.007424410000000001,0.019372160224586127
aajic,0.0,-1.5612511283791264e-17
aajid,0.0,0.0
aajie,0.0,0.0
aajif,0.0,0.0
aajig,0.0,0.0
aajih,0.0,0.0
aajii,0.0,0.0
aajij,0.0,0.0
aajja,0.0,0.0
EX_01109_,0.0,0.0
aajjb,0.0,0.0
EX_01111_,0.0,0.0
aajjc,0.0,0.0
aajjd,0.0,0.0
EX_01112_,0.0,0.0
aajje,0.0,0.0
aajjf,0.0,0.0
EX_01113_,0.0,0.0
aajjg,0.0,0.0
aajjh,0.0,0.0
aajji,0.0,0.0
aajjj,6.561999999999947e-06,1.712191479103839e-05
abaaa,0.0,0.0
abaab,0.0,0.0
abaac,0.0,0.0
abaad,0.0,0.0
abaae,0.0,0.0
abaaf,0.0026234400000000003,0.00684521733303902
abaag,0.0,0.0
abaah,0.003142484000000001,0.008199534178634832
abaai,0.0,0.0
abaaj,0.0,0.0
ababa,0.0,0.0
ababb,0.0,0.0
EX_01124_,0.0,0.0
ababc,0.0,0.0
ababd,0.0,0.0
ababe,0.0,0.0
EX_01125_,0.0,0.0
ababf,0.00492643,0.012854299708018217
ababg,0.0,0.0
ababh,0.0,0.0
ababi,0.005265206000000001,0.013738251827074773
ababj,0.0,0.0
abaca,0.0,0.0
EX_01126_,0.0,0.0
abacb,2.0400000000000003e-07,5.322875064567127e-07
abacc,0.0,0.0
abacd,0.0,0.0
abace,0.0,0.0
abacf,0.0,0.0
abacg,0.010191636,0.02659255153509299
abach,0.545915335818963,1.0004363179453015
abaci,-0.545915335818963,-1.0004363179453015
abacj,0.0,0.0
abada,0.0,0.0
abadb,0.0,0.0
EX_01128_,0.0,0.0
abadc,0.0,0.0
abadd,0.0,0.0
EX_01130_,0.0,0.0
abade,0.0,0.0
abadf,0.0,0.0
abadg,0.47728618108574766,0.0
abadh,0.0,0.0
abadi,0.0,0.12755586989945777
abadj,0.0,0.0
abaea,0.0,0.0
EX_01133_,0.0,0.0
abaeb,0.0,0.0
abaec,0.0,0.0
abaed,0.0,0.0
EX_01139_,0.0,0.0
abaee,0.0,0.0
abaef,0.0,0.0
abaeg,0.0,0.0
abaeh,0.016604376000000805,0.04332492058598721
abaei,0.0,0.0
abaej,0.0,0.0
abafa,0.0,0.0
abafb,-0.00020828400000000004,-0.0005434655440927555
abafc,0.0,-0.8553160249077683
abafd,0.0,0.0
abafe,0.0,-3.8641751966846876
abaff,0.0,3.8641751966846876
abafg,0.0,0.0
abafh,0.0,0.0
abafi,0.0,0.0
abafj,0.0,0.0
abaga,0.0013488480000000001,0.003519484992694712
abagb,0.0,0.0
abagc,0.0,0.0
EX_01148_,0.0,0.0
abagd,0.0,0.0
abage,7.48e-05,0.000195172085700957
abagf,0.0,0.0
abagg,1.3831199999999903e-06,3.608909293779496e-06
abagh,0.0,0.0
abagi,0.0,0.0
abagj,0.0,0.0
abaha,0.0,0.0
abahb,-0.0237486259999984,-0.061966338778798674
abahc,0.0,0.0
abahd,0.0,0.0
abahe,0.0,0.0
abahf,0.007424410000000001,0.019372160224586127
abahg,0.0,0.0
abahh,0.0,0.0
abahi,0.5143671098189629,0.9181190309321307
abahj,0.5143671098189629,0.9181190309321307
abaia,0.24434375834287891,0.07865268270330045
abaib,0.0,0.0
abaic,0.0,0.0
abaid,0.0,0.0
abaie,0.0,0.0
abaif,0.0,0.0
abaig,0.0,0.0
abaih,0.0,0.0
abaii,0.0,0.0
abaij,0.0,0.0
abaja,0.0,0.0
abajb,0.0,0.0
abajc,0.0,0.0
abajd,0.0,0.0
abaje,0.0,0.0
abajf,0.0,0.0
abajg,0.0,0.0
abajh,0.0,0.0
abaji,0.0,0.0
EX_01165_,0.0,0.0
abajj,0.0,0.0
abbaa,0.0,0.0
abbab,1.3831199999999903e-06,3.608909293779493e-06
abbac,0.21420011654287383,0.0
abbad,0.0,0.0
abbae,0.0,0.0
abbaf,3.3694e-05,8.791615314984017e-05
abbag,0.0,0.0
abbah,-1.535100000049681e-05,-4.009899215310548e-05
abbai,0.0,0.0
abbaj,1.535100000049681e-05,4.009899215310548e-05
abbba,-1.535100000049681e-05,-4.009899215310548e-05
abbbb,-1.535100000049681e-05,-4.0098992153105517e-05
abbbc,-1.5043640000496812e-05,-3.929701231004337e-05
abbbd,0.0,0.0
abbbe,-1.258476000049683e-05,0.0
abbbf,-1.258476000049683e-05,-3.2881173565546496e-05
abbbg,1.258476000049683e-05,3.2881173565546496e-05
abbbh,0.0,0.0
abbbi,-0.051005985360006396,-3.689107278085705e-05
abbbj,0.0,0.0
abbca,0.0,0.0
abbcb,0.005265206000000001,0.013738251827074773
abbcc,0.0,0.0
abbcd,0.0,0.0
abbce,0.0013608840000000001,0.0035508899555756843
abbcf,0.0,0.0
abbcg,0.0,0.0
abbch,0.0,0.0
abbci,0.0,0.0
EX_01185_,0.0,0.0
abbcj,0.0,0.0
abbda,8.047800000000001e-05,0.00020998742129734786
abbdb,0.00020828400000000004,0.0005434655440927556
abbdc,0.0,0.0
abbdd,0.00012756800000000002,0.00033285712070454124
abbde,0.0,0.0
abbdf,0.0,-1.6263032587282567e-19
abbdg,0.0,0.0
abbdh,0.0,0.0
abbdi,0.565618573818963,1.0518470406127127
abbdj,0.0,0.0
abbea,0.0,0.0
abbeb,0.01825647,0.04763573967161698
abbec,0.0,-0.013827409984406347
abbed,0.0,-3.2881173565546496e-05
abbee,1.5043640000496812e-05,3.929701231004337e-05
abbef,0.0,0.0
abbeg,0.0,0.0
abbeh,0.0,-4.009899215310548e-05
abbei,0.0,0.0
abbej,0.0,0.0
abbfa,0.0509918638000059,0.0
abbfb,0.0,0.0
abbfc,0.0,0.0
abbfd,0.0,0.0
abbfe,0.0,0.0
abbff,0.0004487830000004969,0.001171032514205742
abbfg,0.0,0.0
EX_01196_,0.0,0.0
abbfh,0.007424410000000001,0.019372160224586127
abbfi,0.0,0.0
abbfj,0.0,0.0
abbga,0.0,0.0
EX_01199_,0.0,0.0
abbgb,1.4121560000496818e-05,3.689107278085705e-05
abbgc,1.535100000049681e-05,4.009899215310548e-05
abbgd,1.535100000049681e-05,4.0098992153105517e-05
abbge,0.0,0.0
EX_01202_,0.0,0.0
abbgf,-1.5043640000496812e-05,-3.929701231004337e-05
abbgg,0.0,0.0
EX_01204_,0.0,0.0
abbgh,0.0,0.0
abbgi,-1.535100000049681e-05,-4.0098992153105517e-05
abbgj,0.0,0.0
abbha,0.0,0.0
abbhb,0.0,0.0
abbhc,-1.4121560000496818e-05,-3.689107278085705e-05
abbhd,0.0,0.0
abbhe,-1.535100000049681e-05,-4.009899215310551e-05
abbhf,0.0,0.0
EX_01207_,0.0,0.0
abbhg,-1.535100000049681e-05,-4.009899215310548e-05
abbhh,0.00458864,0.0
abbhi,-1.535100000049681e-05,0.0
abbhj,-1.535100000049681e-05,-4.009899215310551e-05
abbia,0.0,0.0
EX_01210_,0.0,0.0
abbib,0.0,0.0
EX_01211_,0.0,0.0
abbic,0.0,0.0
abbid,0.0,0.0
EX_01212_,0.0,0.0
abbie,-0.019381632000000003,-0.050571571413481425
abbif,0.0,0.0
EX_01213_,0.0,0.0
abbig,0.0,0.0
abbih,0.0,0.0
abbii,0.0,0.0
abbij,0.0,0.0
abbja,0.0,0.0
abbjb,0.0,0.0
abbjc,0.0,0.0
EX_01217_,0.0,0.0
abbjd,4.114e-06,1.0734464713551585e-05
abbje,0.0,0.0
abbjf,0.0,0.0
abbjg,0.0,0.0
abbjh,0.006504608000000001,0.016972164572555234
abbji,0.0,0.0
abbjj,0.0,0.0
abcaa,0.0,0.0
abcab,0.0,0.0
abcac,0.0,0.0
abcad,0.0,0.0
abcae,0.0,0.0
abcaf,0.0,0.0
abcag,0.0,0.0
abcah,0.0,0.0
abcai,0.0,0.0
abcaj,0.0,0.0
abcba,0.0,0.0
abcbb,0.0,0.0
abcbc,0.0,0.0
abcbd,0.0,0.0
abcbe,0.008407690000000002,0.021937786005709607
abcbf,0.0,0.0
abcbg,0.0,0.0
EX_01228_,0.0,0.0
abcbh,0.0,0.0
abcbi,0.0,0.0
abcbj,0.0,0.0
EX_01229_,0.0,0.0
abcca,0.0,0.050571571413481425
abccb,0.0,0.0
abccc,0.0,0.0
abccd,0.0,0.0
abcce,0.0,0.0
EX_01233_,0.0,0.0
abccf,0.0,0.0
abccg,0.0,0.0
abcch,0.0,0.0
abcci,0.0,0.0
abccj,0.0,0.0
EX_01235_,0.0,0.0
abcda,0.0,0.0
abcdb,0.0,0.0
abcdc,0.0,0.0
abcdd,0.0,0.0
abcde,0.0,0.0
abcdf,0.0,0.0
abcdg,0.0,0.0
abcdh,0.0,0.0
abcdi,0.0,0.0
abcdj,0.0,0.0
abcea,0.0,0.0
abceb,0.0,0.0
abcec,0.0,0.0
EX_01242_,0.0,0.0
abced,0.0,0.0
abcee,0.0,0.0
EX_01243_,0.0,0.0
abcef,0.0,0.0
abceg,0.0,0.0
abceh,0.0,0.0
abcei,0.0,0.0
abcej,0.0,0.0
abcfa,0.0,0.0
abcfb,-0.4754877282475863,-0.7492193653550114
abcfc,0.0,0.0
abcfd,0.0,0.0
abcfe,0.0,0.0
abcff,0.0,0.0
abcfg,0.009839123999998397,0.0
abcfh,0.0,0.0
abcfi,9.220799999999937e-07,2.405939529186329e-06
abcfj,2.4412000000000003e-05,6.369707160603678e-05
abcga,-0.003142484000000001,-0.008199534178634832
abcgb,0.0,0.0
abcgc,0.0,0.0
abcgd,-3.3070270362341305,-4.003472837885322
abcge,0.0,0.0
abcgf,-0.0107226139999992,0.0
abcgg,0.0,0.0
EX_01247_,0.0,0.0
abcgh,0.0,0.0003328571207045412
abcgi,0.0,0.0
abcgj,0.0,0.0
abcha,0.0,0.0
abchb,0.0026234400000000003,0.00684521733303902
abchc,0.0,0.0
abchd,0.0,0.0
abche,0.0013488480000000001,0.003519484992694712
abchf,0.0,0.0
abchg,0.0,0.0
abchh,0.0,0.0
EX_01248_,0.0,0.0
abchi,0.008342682,0.021768163720318603
abchj,0.0,0.0
abcia,0.0,0.0
abcib,0.0036078419999991977,0.009413859410034841
abcic,0.0,0.0
abcid,1.0,1.0
abcie,0.0,0.0
EX_01251_,0.0,0.0
abcif,0.0,0.0
abcig,0.0,0.0
EX_01252_,0.0,0.0
abcih,0.0,0.0
abcii,4.0585773809652705,5.810277087606379
abcij,0.0,0.0
abcja,0.016604376000000805,0.04332492058598721
abcjb,0.0,0.0
EX_01253_,0.0,0.0
abcjc,0.0,0.0
abcjd,0.0,0.0
abcje,0.0,0.0
abcjf,0.0,0.0
abcjg,0.0,0.0
abcjh,0.0,0.0
abcji,0.0,0.0
abcjj,0.0,0.0
EX_01258_,0.0,0.0
abdaa,0.0,0.0
abdab,0.0,0.0
abdac,-1.3831200000001542e-06,0.0
abdad,0.0,0.0
abdae,-0.9415725411618395,-1.4739041209610049
abdaf,-0.2793541805428738,-0.17000340324563684
abdag,0.0,0.0
abdah,0.0,0.0
abdai,-0.0107226139999992,-0.027978184628988628
abdaj,0.0,0.0
abdba,0.0,0.0
abdbb,0.0,0.0
abdbc,0.0011484860000000002,0.0029966899467693767
abdbd,0.0,0.0
abdbe,0.0,0.0
abdbf,0.0,0.0029966899467693767
abdbg,0.0,0.0
EX_01262_,0.0,0.0
abdbh,0.0,0.0
abdbi,0.0,0.0
abdbj,-1.734723475976807e-18,0.0
abdca,0.0,0.0
abdcb,0.0,0.0
abdcc,0.0,0.0
abdcd,0.0,0.0
abdce,0.0,0.0
EX_01265_,0.0,0.0
abdcf,0.0,0.0
EX_01266_,0.0,0.0
abdcg,0.0,0.0
abdch,0.0,0.0
EX_01268_,0.0,0.0
abdci,0.21420011654287383,8.871458440952588e-08
abdcj,0.0,0.0
abdda,0.3980885385428697,0.47981176520392077
EX_01269_,-0.3980885385428697,-0.47981176520392077
abddb,0.0,0.0
abddc,0.0,0.0
abddd,0.0,0.0
abdde,0.0,0.0
abddf,0.0,0.0
abddg,0.0,0.0
abddh,0.0,0.0
abddi,0.0,0.0
abddj,0.0,0.0
abdea,0.0,0.0
EX_01270_,0.0,0.0
abdeb,0.0,0.0
EX_01271_,0.0,0.0
abdec,0.0016577719999999994,0.004325545706639664
abded,0.0,0.0
abdee,0.0036078419999991977,0.009413859410034841
abdef,0.0,0.0
abdeg,0.0001496,0.000390344171401914
abdeh,0.0,0.0
EX_01274_,0.0,0.0
abdei,0.0,0.0
abdej,0.0,0.0
abdfa,4.791543138375411,5.867654201763161
abdfb,0.0,0.0
abdfc,0.0,0.0
EX_01275_,0.0,0.0
abdfd,0.0,0.0
abdfe,0.019381632000000003,0.050571571413481425
abdff,0.0,0.0
abdfg,0.0,0.0
EX_01276_,0.0,0.0
abdfh,0.0,0.0
abdfi,0.0,0.0
abdfj,0.0,0.0
abdga,0.0026234400000000003,0.00684521733303902
abdgb,0.0,0.0
abdgc,0.0,0.0
abdgd,0.0,0.0
abdge,0.0,0.0
abdgf,0.0,0.0
abdgg,0.0,0.0
abdgh,0.0,0.0
abdgi,0.0,0.0
abdgj,0.0,0.0
abdha,0.0,0.0
abdhb,0.0,0.0
abdhc,0.0,0.0
abdhd,0.0,0.0
abdhe,0.0,0.0
abdhf,0.0,0.0
abdhg,0.0,0.0
abdhh,0.0001496,0.000390344171401914
abdhi,0.0,0.0
abdhj,0.01825647,0.04763573967161698
abdia,0.0,0.0
abdib,0.0,0.0
abdic,0.0,0.0
abdid,0.0,0.0
abdie,0.007424410000000001,0.019372160224586127
abdif,0.0036078419999991977,0.009413859410034841
abdig,-0.007424410000000001,-0.019372160224586127
abdih,0.0,0.0
abdii,-0.01825647,-0.04763573967161698
abdij,-3.399999983638713e-08,-8.871458488486038e-08
abdja,0.0,0.0
abdjb,0.0,0.0
EX_01282_,0.0,0.0
abdjc,0.0,0.0
abdjd,0.0,0.0
abdje,0.0,0.0
abdjf,0.0,0.0
EX_01284_,0.0,0.0
abdjg,0.0,0.0
abdjh,0.0,0.0
abdji,0.0,0.0
abdjj,0.0,0.0
abeaa,0.0,0.0
abeab,0.0,0.0
abeac,0.0,0.0
abead,0.004573509999999199,0.011933531036434198
abeae,0.0,0.0
abeaf,0.0,0.0
abeag,0.0,0.0
abeah,2.312e-06,6.0325917398472255e-06
abeai,0.0,0.0
abeaj,6.7388e-05,0.00017583230629968034
abeba,0.0,0.0
abebb,0.0,0.0
abebc,0.0,0.0
abebd,0.0,0.0
EX_01291_,0.0,0.0
abebe,0.0,0.0
abebf,0.0,0.0
abebg,0.0,0.0
abebh,0.0,0.0
abebi,0.0,0.0
abebj,0.0,0.0
abeca,0.0,0.0
abecb,0.0,0.0
abecc,0.0,0.0
abecd,0.0,0.0
abece,0.0,0.0
abecf,0.0,0.0
abecg,0.0,0.0
abech,0.0,0.0
abeci,0.0,0.0
abecj,0.0,0.0
abeda,0.0,0.0
abedb,0.0,0.0
abedc,0.0,0.0
abedd,0.0,0.0
abede,0.0,0.0
abedf,0.021360159999998244,0.0
abedg,0.0,0.0
abedh,0.0,0.0
abedi,0.0,0.0
abedj,0.0,0.0
EX_01301_,0.0,0.0
abeea,0.0,0.0
EX_01302_,0.0,0.0
abeeb,0.0,0.0
EX_01303_,0.0,0.0
abeec,0.0,0.0
abeed,0.0,0.0
abeee,0.0,0.0
EX_01304_,0.0,0.0
abeef,0.0,0.0
abeeg,0.0,0.0
abeeh,0.0,0.0
abeei,0.0,0.0
abeej,0.0,0.0
abefa,0.0,0.0
abefb,0.0,0.0
abefc,0.0,0.0
abefd,0.0,0.0
abefe,0.0,0.0
abeff,0.0,0.0
abefg,0.0,-8.871458440961474e-08
abefh,0.0,0.0
abefi,0.0,0.0
abefj,0.0,0.0
abega,0.0,0.0
abegb,0.0,0.0
abegc,0.0,0.0
abegd,0.0,0.0
abege,0.0,0.0
abegf,0.0,0.0
EX_01309_,0.0,0.0
abegg,0.0,0.0
abegh,0.0,0.0
abegi,0.0,0.0
abegj,0.0,0.0
abeha,0.0,0.0
abehb,0.0,0.0
abehc,0.0,0.0
abehd,0.0,0.0
EX_01315_,0.0,0.0
abehe,0.0,0.0
abehf,0.0,0.0
abehg,0.0,0.0
abehh,0.0,0.0
abehi,0.0,0.0
EX_01316_,0.0,0.0
abehj,0.0,0.0
EX_01318_,0.0,0.0
abeia,0.0,0.0
EX_01319_,0.0,0.0
abeib,0.0,0.0
EX_01320_,0.0,0.0
abeic,0.0,0.0
EX_01321_,0.0,0.0
abeid,0.0,0.0
abeie,0.0,0.0
abeif,0.0,0.0
abeig,3.3694e-05,8.791615314984017e-05
abeih,0.002481286,0.006474301655622792
abeii,0.0,0.0
EX_01323_,0.0,0.0
abeij,0.0,0.0
abeja,0.0,0.0
abejb,0.0,0.0
abejc,0.0,0.0
abejd,0.0,0.0
abeje,0.0,0.0
abejf,0.0,0.0
abejg,0.0,0.0
abejh,0.5143671098189629,0.9181190309321307
abeji,0.0,0.0
EX_01325_,0.0,0.0
abejj,-1.3831200000001542e-06,-3.6089092937794944e-06
abfaa,0.0,0.0
abfab,0.0,0.0
EX_01326_,0.0,0.0
abfac,0.0,0.0
abfad,0.0,0.0
EX_01327_,0.0,0.0
abfae,0.0107226139999992,0.0
abfaf,0.0,0.0
abfag,0.0,0.0
abfah,0.0,0.0
abfai,0.0,0.0
abfaj,0.0,0.0
abfba,0.0,0.0
EX_01331_,0.0,0.0
abfbb,0.0,0.0
EX_01333_,0.0,0.0
abfbc,0.0,0.0
abfbd,0.0,0.0
abfbe,-0.007424410000000001,-0.019372160224586127
abfbf,0.0,0.0
abfbg,0.0,0.0
abfbh,0.0,0.0
abfbi,0.2617251805428738,0.12400489122929767
abfbj,0.0,0.0
abfca,0.0,0.0
abfcb,0.0,0.0
abfcc,0.0,0.0
abfcd,0.0,0.0
EX_01339_,0.0,0.0
abfce,0.0,0.0
abfcf,0.0,0.0
abfcg,0.0,0.0
abfch,0.0,0.0
abfci,0.0,0.0
abfcj,0.0,0.0
abfda,0.0,0.0
abfdb,0.0,0.0
abfdc,0.545915335818963,1.0004363179453015
abfdd,0.0,0.0
abfde,-0.011360556,-0.02964255894709253
abfdf,0.011360556,0.02964255894709253
abfdg,0.007424410000000001,0.019372160224586127
abfdh,0.0,0.0
abfdi,0.0,0.0
abfdj,0.0,0.0
abfea,0.0,0.0
abfeb,0.0,0.0
abfec,0.0,0.0
abfed,0.0,0.0
abfee,0.0,0.0
abfef,2.612559999999982e-06,6.816828666027933e-06
abfeg,0.0,0.0
abfeh,0.0,0.0
abfei,0.0,0.0
abfej,0.0,0.0
abffa,1.5367999999999894e-05,4.009899215310548e-05
abffb,0.0,0.0
abffc,0.0,0.0
abffd,1.6631183374568892,3.067511768878591
abffe,0.0,0.0
abfff,1.3831199999999903e-06,3.608909293779493e-06
abffg,0.0,0.0
abffh,0.0,0.0
abffi,0.0,0.0
abffj,0.0,0.0
abfga,0.0,0.0
abfgb,0.0,0.0
EX_01361_,0.0,0.0
EX_01362_,0.0,0.0
abfgc,0.0,0.0
abfgd,0.0,0.0
EX_01363_,0.0,0.0
abfge,0.0,0.0
abfgf,1.5367999999999894e-05,4.009899215310548e-05
abfgg,0.0,0.0
abfgh,0.0,0.0
abfgi,0.0,0.0
abfgj,0.0,0.0
abfha,0.0,0.0
abfhb,0.0,0.0
abfhc,2.0,2.0
abfhd,0.0,0.0
EX_01365_,0.0,0.0
EX_01366_,0.0,0.0
abfhe,0.0,0.0
EX_01367_,0.0,0.0
abfhf,-3.400000000075218e-08,-8.871458392065441e-08
EX_01368_,0.0,-8.871458392065441e-08
abfhg,0.0,0.0
abfhh,2.030133698602635,2.907343383338145
EX_01369_,-2.030133698602635,-2.907343383338145
abfhi,0.0,0.0
abfhj,0.010191636,0.02659255153509299
